ID,Username,Password,FirstName,LastName,PhoneNumber,Email,IsReviewer,IsAdmin,BufferString
105,ACelebrimbor934,mAgn%etic59,Anthony,Celebrimbor,239-949-2454,ACelebrimbor@yahoo.net,0,0,
106,RIsildur253,Badly)78,Rebecca,Isildur,,RIsildur20@mail2u.co.uk,1,0,
107,GThe White270,Capta#in29,Gloria,The White,,Gloria.TheWhite61@yahoo.org,0,1,
108,RThingol659,compuTer^50,Ralph,Thingol,215-522-3470,RThingol14@mailbox.us,1,0,
109,JGamgee42,Bangin%g77,Janet,Gamgee,228-412-5617,,1,0,
110,QEcthelion223,L%ibrary34,Quinn,Ecthelion,276-234-1410,QEcthelion35@gmail.com,1,0,
111,DTurin71,si(dekIck74,Donald,Turin,303-203-4136,,0,1,
112,IHalbarad5,iN*terest91,Ivy,Halbarad,405-663-3058,IHalbarad@gmail.net,1,1,
113,TMandos6,tr$Ying85,Teresa,Mandos,203-983-0120,,0,0,
114,BIdril427,ass^erT24,Benjamin,Idril,859-310-7119,,0,0,
115,BUlmo137,i#ntereSt97,Bobby,Ulmo,605-407-4281,BUlmo86@mailbox.com,1,0,
116,HValaquenta5,visiOns$71,Henry,Valaquenta,458-236-1212,HValaquenta8@mail2u.org,0,0,
117,TNesa12,unT@il60,Toki,Nesa,339-098-3498,TNesa@mailbox.net,0,0,
118,VBeregond0,rab)Bit25,Vincent,Beregond,702-201-2915,,1,0,
119,VFinwe89,sEcre%tly55,Valerie,Finwe,302-751-8375,VFinwe97@hotmail.net,1,1,
120,AAnarion89,liGht(61,Ann,Anarion,205-301-8965,AAnarion83@yahoo.us,0,0,
121,ASauruman17,ligHt(97,Alan,Sauruman,808-400-8219,ASauruman8@bizmail.us,1,1,
122,ENimrodel3,ca)Ptain64,Evie,Nimrodel,458-578-1437,Evie.Nimrodel1@hotmail.com,0,0,
123,EBeren202,vis)ioNs71,Eugene,Beren,,Eugene.Beren@yahoo.us,0,0,
124,RElrohir486,shoUld!73,Robert,Elrohir,808-452-8404,RElrohir@mail2u.us,1,1,
125,PGil-Galad293,capTa^in06,Patricia,Gil-Galad,316-663-0554,PGil-Galad50@somemail.us,0,0,
126,LIdril0,iNteres^t11,Levi,Idril,,LIdril17@hotmail.net,0,1,
127,FDenethor95,gHos%t60,Felicity,Denethor,480-413-0023,FDenethor17@mailbox.biz,1,1,
128,ANesa58,piqU*e25,Ann,Nesa,209-234-2081,ANesa37@mailbox.org,0,1,
129,BBracegirdle292,ass*Ert92,Brenda,Bracegirdle,513-238-8756,BBracegirdle@somemail.biz,1,0,
130,BThe White98,se*creTly78,Benjamin,The White,,,0,1,
131,MKing6,v%isioNs90,Miranda,King,,MKing65@somemail.net,1,0,
132,PElladan2,vIsions$30,Peter,Elladan,479-124-7023,PElladan10@mail2u.com,0,0,
133,DShadowfax9,secreTl^y56,Denise,Shadowfax,,,0,1,
134,ABofur5,spEed#13,Ann,Bofur,802-323-7334,ABofur8@yahoo.us,0,1,
135,MSulimo994,tRyin(g39,Makenzie,Sulimo,701-071-2433,Makenzie.Sulimo80@gmail.org,1,0,
136,BFingolfin13,Sidekic#k47,Brian,Fingolfin,217-711-9525,BFingolfin85@bizmail.net,1,0,
137,JBolger5,I!sland60,Jack,Bolger,231-651-5106,JBolger19@mailbox.co.uk,0,1,
138,MSauruman28,libra%Ry71,Monica,Sauruman,480-129-9844,Monica.Sauruman54@mailbox.net,0,1,
139,JBarahir3,thrOugh*51,Jose,Barahir,,Jose.Barahir@bizmail.biz,1,1,
140,LMablung6,compu!teR51,Lori,Mablung,907-673-2317,LMablung61@bizmail.org,0,1,
141,KTurambar561,vi^siOns63,Karen,Turambar,212-809-5664,Karen.Turambar@bizmail.us,0,0,
142,EValaquenta544,v#iSions97,Edward,Valaquenta,605-315-1335,EValaquenta86@mailbox.net,0,0,
143,LAncalagon52,shoul!D46,Lauren,Ancalagon,319-467-3965,LAncalagon72@somemail.com,0,0,
144,AMithrandir6,i@nterEst99,Adrianna,Mithrandir,231-019-8081,AMithrandir96@mailbox.com,0,1,
145,KDamrod94,int!eRest88,Kathy,Damrod,240-941-2635,,1,0,
146,DBregolas74,waiTed!74,Doris,Bregolas,231-231-6033,Doris.Bregolas15@everymail.net,1,0,
147,LCelebrimbor671,cOmput!er85,Liam,Celebrimbor,316-817-0496,LCelebrimbor84@gmail.co.uk,1,0,
148,ENesa9,w!hilE98,Eva,Nesa,229-729-8083,ENesa24@yahoo.org,1,0,
149,ESauron845,capta#In33,Erika,Sauron,,,1,0,
150,PAnnatar28,libR#ary54,Patrick,Annatar,859-611-0768,PAnnatar74@hotmail.co.uk,0,0,
151,AAnarion63,secreTly)15,Alexa,Anarion,907-637-6310,,0,1,
152,HWormtongue83,co$mPuter23,Helen,Wormtongue,219-411-4174,HWormtongue@mail2u.biz,0,1,
153,MKili588,w!rIte32,Michaela,Kili,,MKili@bizmail.net,0,0,
154,RHalbarad266,interes)T60,Richard,Halbarad,314-691-0475,RHalbarad22@mailbox.org,1,1,
155,MOrodreth77,Libra(ry17,Madison,Orodreth,208-018-6189,MOrodreth41@mailbox.net,1,0,
156,SSharku319,as$Sert35,Sean,Sharku,,SSharku@mail2u.co.uk,0,1,
157,PCirdan204,P)ique65,Pamela,Cirdan,,PCirdan86@gmail.net,1,0,
158,LNimloth54,in(tErest92,Larissa,Nimloth,479-584-5192,LNimloth8@gmail.org,0,1,
159,AGil-Galad7,c%omputEr27,Austin,Gil-Galad,603-382-5365,,1,0,
160,GSandyman8,secret%Ly49,Gabriella,Sandyman,,GSandyman@hotmail.co.uk,1,1,
161,MGothmog46,l$ibrAry41,Mitch,Gothmog,603-349-4293,MGothmog43@somemail.co.uk,0,0,
162,DBeren150,whiT!e06,Danica,Beren,458-298-2248,DBeren@somemail.biz,1,0,
163,GIlluvatar6,co@mPuter43,Gabriella,Illuvatar,701-187-1250,GIlluvatar83@gmail.biz,0,0,
164,DBifur509,resCu(e57,Daniel,Bifur,423-712-2817,,1,0,
165,MThe White9,thRou@gh63,Melody,The White,,Melody.TheWhite36@hotmail.co.uk,0,0,
166,SBolger4,ligH*t86,Savannah,Bolger,505-578-1795,SBolger62@somemail.org,0,1,
167,JWillow251,secre*Tly03,Joe,Willow,304-768-9165,,1,0,
168,DFaramir6,num(berS92,Dana,Faramir,240-789-6856,DFaramir35@everymail.com,0,0,
169,RShagrat176,w%hIle09,Rose,Shagrat,210-358-4390,RShagrat34@somemail.biz,0,0,
170,HWillow62,raBbit@58,Heather,Willow,262-422-8902,HWillow@mailbox.biz,0,0,
171,JValaquenta47,wI(ndow25,John,Valaquenta,701-268-2352,JValaquenta75@somemail.org,1,1,
172,AFili058,compu(Ter38,Alexis,Fili,,AFili13@mailbox.co.uk,0,1,
173,JGoldberry88,li@ghT22,Joseph,Goldberry,802-413-2323,,0,1,
174,EHurin4,sid@ekiCk17,Erik,Hurin,,EHurin84@mailbox.org,1,0,
175,NSackville83,Asse#rt61,Noah,Sackville,339-531-2781,,0,0,
176,TBeregond921,a$sserT04,Tyler,Beregond,385-672-6663,TBeregond@gmail.com,1,1,
177,JShadowfax916,Is(land45,Joy,Shadowfax,907-007-2291,,0,0,
178,HFinarfin38,as)Sert04,Helena,Finarfin,,,0,0,
179,GHuan2,demandE%d37,Gabriel,Huan,208-789-3821,Gabriel.Huan@mail2u.net,1,1,
180,AShagrat97,comPuter!85,Annabelle,Shagrat,206-841-6211,AShagrat27@hotmail.com,0,1,
181,KBrandybuck64,w#oRld66,Kai,Brandybuck,239-444-2342,KBrandybuck@somemail.com,1,0,
182,CIsildur4,cOmpu%ter72,Carol,Isildur,405-965-8715,CIsildur14@hotmail.biz,0,0,
183,DElwing95,Piq^ue92,Dylan,Elwing,603-289-8696,Dylan.Elwing95@hotmail.us,1,1,
184,TStormcrow663,sHoul(d69,Timothy,Stormcrow,208-099-7687,TStormcrow@hotmail.us,0,1,
185,MSulimo1,lig%Ht88,Michaela,Sulimo,304-844-1193,MSulimo21@gmail.biz,1,1,
186,DEomer58,Wind#ow79,Donna,Eomer,339-125-1015,Donna.Eomer@mail2u.us,0,0,
187,ABalin526,aSsert*31,Averie,Balin,603-060-8615,ABalin55@hotmail.com,1,1,
188,DMiriel99,lib*rarY83,Donna,Miriel,316-735-2179,Donna.Miriel56@yahoo.com,1,0,
189,ASharku072,s)eCretly04,Alexis,Sharku,907-374-6044,ASharku10@somemail.biz,0,1,
190,JThorondor060,hA(tch67,Jewel,Thorondor,209-478-1549,JThorondor@mail2u.biz,0,1,
191,TGoldberry94,compuTe)r47,Tina,Goldberry,808-494-1435,Tina.Goldberry48@everymail.net,0,1,
192,AAnarion6,mo#nsTer75,Ann,Anarion,401-852-1812,AAnarion44@yahoo.us,1,0,
193,AMorgoth61,co%mpUter65,Adam,Morgoth,405-437-5922,AMorgoth9@hotmail.us,1,0,
194,EMandos624,th!roUgh79,Edward,Mandos,808-670-4170,EMandos92@gmail.org,0,0,
195,DBregolas324,comPut!er86,Delilah,Bregolas,276-129-3134,DBregolas25@hotmail.com,1,1,
196,EBeregond892,coMput%er65,Eva,Beregond,240-255-6502,,1,1,
197,EArwen3,v*isiOns05,Evelyn,Arwen,,,0,1,
198,JHalbarad5,liGh@t85,Justice,Halbarad,225-209-3233,JHalbarad@yahoo.net,1,0,
199,MShelob34,monS@ter05,Marishka,Shelob,702-001-5767,MShelob6@mail2u.co.uk,1,1,
200,KIsildur3,l!Ibrary91,Kevin,Isildur,303-288-5457,Kevin.Isildur41@bizmail.biz,0,0,
201,TGil-Galad6,l*ibrAry29,Trinity,Gil-Galad,314-756-8907,Trinity.Gil-Galad95@bizmail.us,1,0,
202,TBombadil98,cOmput@er79,Tiffany,Bombadil,276-118-3908,TBombadil11@gmail.us,1,0,
203,CBaggins63,nuMber(s55,Claire,Baggins,218-668-9680,CBaggins51@bizmail.biz,1,1,
204,AOrodreth13,islan#D97,Averie,Orodreth,218-209-6113,AOrodreth88@mailbox.us,1,1,
205,AOri273,Fo(und95,Amber,Ori,319-563-8962,AOri59@gmail.com,0,0,
206,ATook33,l$Ibrary96,Amber,Took,218-344-1233,ATook62@everymail.com,1,0,
207,ESulimo21,e)ndIng88,Emily,Sulimo,303-892-5972,ESulimo9@bizmail.biz,0,0,
208,NPalantir565,Wicket^72,Noah,Palantir,,Noah.Palantir9@gmail.net,0,1,
209,RElladan002,suSpe(nse37,Richard,Elladan,603-203-8849,RElladan1@bizmail.co.uk,1,1,
210,IAncalagon887,wIc@ket84,Ivy,Ancalagon,276-920-6823,IAncalagon11@everymail.com,0,1,
211,GFaramir6,libra%Ry28,Grace,Faramir,339-659-2936,Grace.Faramir20@somemail.us,0,1,
212,IIngwe133,sHepherd#87,Isaiah,Ingwe,276-778-6365,IIngwe8@somemail.co.uk,0,0,
213,CBeregond3,vi#Sions10,Crystal,Beregond,316-764-5125,Crystal.Beregond25@mailbox.co.uk,1,1,
214,CElros894,vision!S25,Christopher,Elros,210-154-3496,CElros65@yahoo.co.uk,1,0,
215,MElentari4,as!sErt07,Matthew,Elentari,,Matthew.Elentari@mail2u.net,1,1,
216,DElentari6,shoulD#48,Daniella,Elentari,,DElentari@mail2u.org,0,1,
217,DAragorn439,visiO(ns14,Debra,Aragorn,,DAragorn87@somemail.com,0,1,
218,JHalbarad447,dem@Anded86,Jacqueline,Halbarad,405-397-9573,Jacqueline.Halbarad61@mail2u.co.uk,0,1,
219,GNimrodel012,Until)88,Grace,Nimrodel,229-882-1933,GNimrodel69@gmail.net,0,0,
220,GProudfoot20,Comp^uter68,Gary,Proudfoot,603-387-7844,,0,0,
221,DAncalagon23,secr^etlY64,Daniel,Ancalagon,212-831-2100,DAncalagon10@everymail.us,0,0,
222,ETheoden7,abou$T10,Evie,Theoden,239-294-7710,ETheoden@somemail.biz,1,0,
223,GThe Grey043,L#ibrary82,Gerald,The Grey,,GTheGrey@hotmail.biz,0,1,
224,CGimli2,s*peeD17,Christopher,Gimli,316-558-1036,Christopher.Gimli84@yahoo.biz,0,1,
225,VLuthien89,v)isIons19,Valerie,Luthien,,VLuthien97@everymail.net,0,0,
226,SAlatar4,wI#ndow62,Sage,Alatar,229-398-7947,SAlatar21@everymail.biz,0,1,
227,JRadagast2,secRe)tly02,Joy,Radagast,314-778-8730,JRadagast5@gmail.co.uk,1,0,
228,CFeanor04,viSions#05,Camilla,Feanor,859-191-8420,,1,1,
229,ACotton1,worl@D25,Andrea,Cotton,505-952-6365,ACotton@everymail.co.uk,1,1,
230,LStormcrow3,magnEti*c09,Lucy,Stormcrow,702-828-9762,LStormcrow67@mail2u.org,1,1,
231,EAmrod347,haNdle)d68,Emma,Amrod,207-392-2084,EAmrod22@mail2u.co.uk,1,0,
232,JTulkas074,Wind$ow04,Jerry,Tulkas,,,1,0,
233,EOrodreth261,Pi*que03,Ethan,Orodreth,,EOrodreth76@mailbox.org,1,1,
234,JValaquenta806,wickeT^45,Jeremy,Valaquenta,,,1,0,
235,HShadowfax10,tRyi*ng78,Haley,Shadowfax,,HShadowfax@bizmail.org,0,1,
236,MNesa9,thrOw)90,Monica,Nesa,307-238-7955,Monica.Nesa22@hotmail.net,1,0,
237,VEcthelion283,monS#ter01,Victoria,Ecthelion,,VEcthelion@mail2u.com,1,1,
238,ASackville88,nU^mbers19,Anna,Sackville,603-809-7459,Anna.Sackville@everymail.com,1,1,
239,TGildor76,Rab#bit79,Theresa,Gildor,209-169-5323,TGildor99@yahoo.co.uk,0,1,
240,MUngoliant607,liBra#ry11,Marie,Ungoliant,,MUngoliant10@mail2u.co.uk,1,1,
241,JErestor06,libr(Ary02,Jamie,Erestor,229-357-5536,,1,1,
242,WUlmo3,co)mPuter66,Wendy,Ulmo,458-388-2830,WUlmo44@yahoo.org,1,0,
243,AAlatar928,en*teR71,April,Alatar,701-636-4805,AAlatar96@mailbox.net,1,1,
244,EAnarion51,ghos!T13,Eugene,Anarion,,EAnarion11@mailbox.biz,1,0,
245,SManwe63,sec)Retly21,Susan,Manwe,,SManwe4@mail2u.us,1,0,
246,TCurufin2,vi(siOns15,Tina,Curufin,319-252-5080,Tina.Curufin19@mail2u.us,1,1,
247,MGil-Galad0,tryIng!07,Mitch,Gil-Galad,,Mitch.Gil-Galad55@hotmail.com,0,1,
248,LOrodreth96,inte)resT17,Lilly,Orodreth,,LOrodreth75@yahoo.us,0,1,
249,MGollum66,isl%aNd52,Michaela,Gollum,205-804-2607,MGollum67@somemail.co.uk,0,0,
250,DLuthien942,asseR!t85,Dylan,Luthien,701-015-0129,DLuthien52@hotmail.us,0,0,
251,LBregolas1,s*eCretly00,Leo,Bregolas,802-585-1908,LBregolas3@gmail.net,0,1,
252,LMelkor388,c*omputeR28,Logan,Melkor,262-737-5490,LMelkor70@somemail.net,0,0,
253,JBifur39,seCr(etly74,Jane,Bifur,205-595-5557,JBifur80@everymail.co.uk,1,0,
254,AHurin86,speEd(17,Adrianna,Hurin,,,1,0,
255,JOri9,m*Onster12,Jade,Ori,262-797-4353,JOri48@mailbox.biz,0,0,
256,CMablung922,Visio$ns37,Charles,Mablung,239-997-1107,CMablung93@yahoo.biz,1,1,
257,MEcthelion35,Mov*ed62,Marie,Ecthelion,262-898-5314,,0,0,
258,JSulimo6,s(pEed81,Jasmine,Sulimo,,JSulimo98@gmail.biz,1,0,
259,DTelchar06,asseRt#72,Donald,Telchar,803-828-2614,DTelchar@yahoo.org,0,1,
260,JTuor29,resC!ue90,Jaime,Tuor,,JTuor20@bizmail.co.uk,0,1,
261,JEcthelion6,comp(utEr19,Jenny,Ecthelion,262-416-4028,JEcthelion@mail2u.co.uk,1,0,
262,RHuan96,peopLe#19,Rachel,Huan,385-066-5473,RHuan55@somemail.com,1,0,
263,GSauron45,secr)Etly88,Grace,Sauron,239-282-5753,,1,1,
264,NBolger92,Numb$ers35,Nicholas,Bolger,229-276-5725,NBolger@everymail.com,1,0,
265,SThe Grey29,librar)Y16,Sarah,The Grey,219-386-7373,,1,1,
266,TMorgoth802,wronG#40,Trinity,Morgoth,209-721-4155,TMorgoth79@yahoo.net,1,1,
267,SKili9,t)Hrough31,Sandra,Kili,,SKili@mail2u.org,1,0,
268,BElladan5,as@Sert58,Benjamin,Elladan,212-924-7920,BElladan30@somemail.us,0,0,
269,DProudfoot22,l)Ight59,Daniel,Proudfoot,208-777-0966,DProudfoot@somemail.biz,0,0,
270,EWormtongue24,secretL*y88,Ellie,Wormtongue,,Ellie.Wormtongue@everymail.net,0,0,
271,HManwe2,rEsc#ue62,Henry,Manwe,219-330-3460,,1,1,
272,AElfhelm44,coMput^er98,Alan,Elfhelm,203-212-9423,,0,0,
273,AShagrat455,cA$ptain01,Abby,Shagrat,401-491-1073,,1,0,
274,NFerny776,bAd(ly81,Nathan,Ferny,,NFerny@mail2u.org,1,0,
275,AFeanor65,re)Scue57,Alexis,Feanor,405-242-3963,Alexis.Feanor35@somemail.biz,1,1,
276,APharazon182,Computer(74,Adrianna,Pharazon,,APharazon@mail2u.org,0,0,
277,CPharazon885,ligh*T00,Camilla,Pharazon,252-162-7399,CPharazon@hotmail.co.uk,0,1,
278,RNesa36,wrIte^18,Randy,Nesa,212-204-3405,RNesa11@mailbox.org,1,0,
279,RBrandybuck40,whi^Le71,Ralph,Brandybuck,406-339-0763,Ralph.Brandybuck@gmail.biz,1,1,
280,RProudfoot50,secreTl$y44,Ruth,Proudfoot,,RProudfoot60@mailbox.biz,1,0,
281,TPharazon6,viS^ions74,Toki,Pharazon,228-323-6314,TPharazon@yahoo.biz,1,1,
